hiTemp,loTemp,ppt,snow,date,moonPhase
33.1,22.1,0.0,0.0,2015-01-01,82.42227935791016
41.0,31.1,0.0,0.0,2015-01-02,89.61190032958984
37.0,22.1,0.62,1.42,2015-01-03,94.97469329833984
52.0,35.1,0.57,0.0,2015-01-04,98.37516021728516
50.0,17.2,0.0,0.0,2015-01-05,99.7704086303711
18.1,15.3,0.02,0.2,2015-01-06,99.20208740234375
26.2,4.1,0.0,0.0,2015-01-07,96.78215789794922
19.2,-0.8,0.0,0.0,2015-01-08,92.6743392944336
30.2,19.2,0.01,0.2,2015-01-09,87.07465362548828
24.3,17.2,0.0,0.0,2015-01-10,80.19503784179688
33.1,15.3,0.0,0.0,2015-01-11,72.25320434570312
37.9,33.1,0.2,0.0,2015-01-12,63.4707145690918
35.1,15.3,0.0,0.0,2015-01-13,54.0799446105957
25.2,14.2,0.0,0.0,2015-01-14,44.3390998840332
31.1,25.2,0.12,0.79,2015-01-15,34.55321502685547
37.9,15.3,0.0,0.0,2015-01-16,25.096385955810547
22.1,9.1,0.0,0.0,2015-01-17,16.426856994628906
51.1,20.1,0.15,0.0,2015-01-18,9.082176208496094
46.0,32.0,0.0,0.0,2015-01-19,3.640153646469116
39.0,27.1,0.0,0.0,2015-01-20,0.6382032036781311
34.0,22.1,0.0,0.0,2015-01-21,0.4627806842327118
37.0,29.1,0.0,0.0,2015-01-22,3.2453503608703613
37.0,24.3,0.0,0.0,2015-01-23,8.811934471130371
34.0,31.1,0.71,5.12,2015-01-24,16.713167190551758
37.9,19.2,0.0,0.0,2015-01-25,26.320537567138672
29.1,11.1,0.1,2.28,2015-01-26,36.94398498535156
19.2,14.2,0.95,22.09,2015-01-27,47.92728042602539
24.3,13.1,0.01,0.2,2015-01-28,58.7016716003418
32.0,10.2,0.0,0.0,2015-01-29,68.8018798828125
34.0,19.2,0.06,0.71,2015-01-30,77.85973358154297
21.2,11.1,0.05,1.3,2015-01-31,85.59010314941406
30.2,12.2,0.0,0.0,2015-02-01,91.77835083007812
31.1,10.2,0.78,16.18,2015-02-02,96.27249908447266
22.1,6.3,0.0,0.0,2015-02-03,98.97958374023438
37.9,14.2,0.01,0.0,2015-02-04,99.86357879638672
36.0,7.2,0.09,0.79,2015-02-05,98.94246673583984
21.2,5.2,0.0,0.0,2015-02-06,96.28267669677734
29.1,16.2,0.07,0.91,2015-02-07,91.9910888671875
29.1,13.1,0.37,7.4,2015-02-08,86.20626831054688
25.2,14.2,0.88,14.8,2015-02-09,79.09134674072266
30.2,14.2,0.05,0.71,2015-02-10,70.83149719238281
25.2,14.2,0.01,0.51,2015-02-11,61.63817596435547
30.2,16.2,0.03,0.98,2015-02-12,51.761566162109375
22.1,7.2,0.0,0.0,2015-02-13,41.51068115234375
30.2,3.2,0.23,3.19,2015-02-14,31.27744483947754
20.1,-1.8,0.39,12.99,2015-02-15,21.555986404418945
19.2,-2.7,0.0,0.0,2015-02-16,12.942314147949219
23.2,10.2,0.02,0.59,2015-02-17,6.095772743225098
29.1,17.2,0.01,0.0,2015-02-18,1.6503132581710815
30.2,10.2,0.06,2.4,2015-02-19,0.08646591752767563
20.1,5.2,0.0,0.0,2015-02-20,1.6072529554367065
34.0,4.1,0.17,1.1,2015-02-21,6.076538562774658
39.0,28.2,0.11,0.12,2015-02-22,13.053537368774414
33.1,4.1,0.0,0.0,2015-02-23,21.90488624572754
19.2,2.1,0.0,0.0,2015-02-24,31.938562393188477
35.1,14.2,0.07,1.89,2015-02-25,42.508079528808594
22.1,17.2,0.02,0.2,2015-02-26,53.0661506652832
27.1,15.3,0.0,0.0,2015-02-27,63.175052642822266
31.1,12.2,0.0,0.0,2015-02-28,72.49224853515625
30.2,12.2,0.17,1.89,2015-03-01,80.74826049804688
37.0,26.2,0.01,0.2,2015-03-02,87.72718811035156
33.1,20.1,0.26,1.61,2015-03-03,93.25411987304688
43.0,33.1,0.02,0.0,2015-03-04,97.18997955322266
39.0,18.1,0.0,0.0,2015-03-05,99.43192291259766
24.3,9.1,0.0,0.0,2015-03-06,99.91653442382812
37.9,17.2,0.0,0.0,2015-03-07,98.6232681274414
42.1,24.3,0.0,0.0,2015-03-08,95.57617950439453
48.0,26.2,0.0,0.0,2015-03-09,90.84353637695312
48.0,31.1,0.06,0.0,2015-03-10,84.53621673583984
57.0,37.0,0.01,0.0,2015-03-11,76.80731964111328
43.0,25.2,0.0,0.0,2015-03-12,67.85560607910156
39.9,24.3,0.0,0.0,2015-03-13,57.93523406982422
39.0,31.1,0.8,0.0,2015-03-14,47.372406005859375
41.0,27.1,0.27,2.91,2015-03-15,36.58601760864258
45.0,26.2,0.0,0.0,2015-03-16,26.103851318359375
51.1,28.2,0.14,0.0,2015-03-17,16.559186935424805
30.2,22.1,0.0,0.0,2015-03-18,8.649402618408203
34.0,19.2,0.0,0.0,2015-03-19,3.0453810691833496
32.0,23.2,0.05,0.51,2015-03-20,0.2640288472175598
41.0,28.2,0.09,1.18,2015-03-21,0.5473489761352539
39.0,21.2,0.0,0.0,2015-03-22,3.8042619228363037
33.1,18.1,0.0,0.0,2015-03-23,9.64533805847168
35.1,20.1,0.0,0.0,2015-03-24,17.490657806396484
48.9,28.2,0.04,0.0,2015-03-25,26.69759178161621
55.9,37.9,0.8,0.0,2015-03-26,36.660335540771484
44.1,37.0,0.21,0.0,2015-03-27,46.86178207397461
39.9,30.2,0.12,0.31,2015-03-28,56.88398742675781
42.1,26.2,0.0,0.0,2015-03-29,66.39410400390625
45.0,30.2,0.0,0.0,2015-03-30,75.12147521972656
50.0,37.0,0.0,0.0,2015-03-31,82.83613586425781
46.9,30.2,0.0,0.0,2015-04-01,89.33367156982422
61.0,30.2,0.0,0.0,2015-04-02,94.42823791503906
59.0,45.0,0.03,0.0,2015-04-03,97.95316314697266
52.0,36.0,0.39,0.0,2015-04-04,99.76754760742188
48.9,32.0,0.0,0.0,2015-04-05,99.76636505126953
42.1,36.0,0.0,0.0,2015-04-06,97.89144897460938
42.1,36.0,0.03,0.0,2015-04-07,94.14089965820312
42.1,34.0,0.26,0.0,2015-04-08,88.57588195800781
37.0,33.1,0.09,0.0,2015-04-09,81.32522583007812
55.0,36.0,0.09,0.0,2015-04-10,72.5897216796875
57.0,42.1,0.0,0.0,2015-04-11,62.64836883544922
68.0,39.0,0.0,0.0,2015-04-12,51.86776351928711
69.1,41.0,0.0,0.0,2015-04-13,40.71236801147461
64.9,52.0,0.01,0.0,2015-04-14,29.748414993286133
66.9,50.0,0.0,0.0,2015-04-15,19.628765106201172
60.1,41.0,0.0,0.0,2015-04-16,11.045207023620605
64.9,46.9,0.06,0.0,2015-04-17,4.642988204956055
60.1,43.0,0.0,0.0,2015-04-18,0.9122118949890137
50.0,41.0,0.0,0.0,2015-04-19,0.0924607440829277
51.1,41.0,0.61,0.0,2015-04-20,2.1318631172180176
64.9,46.0,0.54,0.0,2015-04-21,6.719367027282715
66.9,43.0,0.0,0.0,2015-04-22,13.372841835021973
51.1,37.9,0.0,0.0,2015-04-23,21.542966842651367
50.0,37.0,0.0,0.0,2015-04-24,30.69672966003418
55.9,36.0,0.0,0.0,2015-04-25,40.36441421508789
55.9,43.0,0.0,0.0,2015-04-26,50.15281295776367
57.0,45.0,0.1,0.0,2015-04-27,59.73623275756836
64.0,42.1,0.07,0.0,2015-04-28,68.83735656738281
54.0,48.0,0.0,0.0,2015-04-29,77.2069091796875
55.0,44.1,0.0,0.0,2015-04-30,84.60743713378906
48.9,39.0,0.0,0.0,2015-05-01,90.80429077148438
50.0,39.0,0.0,0.0,2015-05-02,95.5651626586914
66.9,45.0,0.0,0.0,2015-05-03,98.66839599609375
84.0,48.9,0.0,0.0,2015-05-04,99.91910552978516
70.0,54.0,0.02,0.0,2015-05-05,99.1701889038086
73.0,52.0,0.0,0.0,2015-05-06,96.3446044921875
79.0,53.1,0.0,0.0,2015-05-07,91.45443725585938
71.1,46.0,0.0,0.0,2015-05-08,84.61385345458984
71.1,46.0,0.0,0.0,2015-05-09,76.04481506347656
89.1,59.0,0.0,0.0,2015-05-10,66.07682800292969
80.1,50.0,0.0,0.0,2015-05-11,55.142398834228516
87.1,48.0,0.02,0.0,2015-05-12,43.76824951171875
69.1,53.1,0.0,0.0,2015-05-13,32.55885696411133
69.1,48.9,0.0,0.0,2015-05-14,22.165674209594727
66.9,48.0,0.0,0.0,2015-05-15,13.236112594604492
71.1,55.0,0.0,0.0,2015-05-16,6.343158721923828
66.9,52.0,0.0,0.0,2015-05-17,1.9086596965789795
57.9,48.9,0.0,0.0,2015-05-18,0.14359615743160248
64.9,52.0,0.27,0.0,2015-05-19,1.027868628501892
66.0,51.1,0.0,0.0,2015-05-20,4.337490558624268
66.9,45.0,0.0,0.0,2015-05-21,9.707120895385742
75.9,52.0,0.0,0.0,2015-05-22,16.7037410736084
64.9,44.1,0.0,0.0,2015-05-23,24.888938903808594
82.9,51.1,0.0,0.0,2015-05-24,33.85791778564453
81.0,57.9,0.0,0.0,2015-05-25,43.25448989868164
87.1,64.0,0.0,0.0,2015-05-26,52.767860412597656
84.9,64.9,0.0,0.0,2015-05-27,62.118743896484375
86.0,64.0,0.0,0.0,2015-05-28,71.0415267944336
72.0,55.0,0.0,0.0,2015-05-29,79.26762390136719
88.0,57.9,0.0,0.0,2015-05-30,86.51396942138672
77.0,48.0,0.91,0.0,2015-05-31,92.4803466796875
48.9,46.9,0.38,0.0,2015-06-01,96.85823822021484
48.9,46.0,0.74,0.0,2015-06-02,99.35275268554688
55.9,46.9,0.0,0.0,2015-06-03,99.71604919433594
57.9,48.9,0.0,0.0,2015-06-04,97.78697967529297
59.0,50.0,0.0,0.0,2015-06-05,93.52800750732422
66.9,52.0,0.09,0.0,2015-06-06,87.04972076416016
66.9,53.1,0.0,0.0,2015-06-07,78.61659240722656
75.9,53.1,0.0,0.0,2015-06-08,68.63330841064453
78.1,64.0,0.0,0.0,2015-06-09,57.61655044555664
82.0,62.1,0.0,0.0,2015-06-10,46.15895080566406
88.0,64.0,0.0,0.0,2015-06-11,34.889793395996094
79.0,64.9,0.0,0.0,2015-06-12,24.43355941772461
84.9,64.0,0.0,0.0,2015-06-13,15.365632057189941
73.9,62.1,0.0,0.0,2015-06-14,8.166370391845703
63.0,54.0,0.4,0.0,2015-06-15,3.179466962814331
71.1,55.9,0.0,0.0,2015-06-16,0.5841313004493713
69.1,59.0,0.0,0.0,2015-06-17,0.3898742198944092
75.9,57.0,0.0,0.0,2015-06-18,2.456390380859375
86.0,63.0,0.0,0.0,2015-06-19,6.532611846923828
75.0,57.9,0.04,0.0,2015-06-20,12.303282737731934
75.9,60.1,1.72,0.0,2015-06-21,19.431055068969727
77.0,61.0,0.0,0.0,2015-06-22,27.586149215698242
88.0,60.1,0.01,0.0,2015-06-23,36.46086502075195
84.0,66.9,0.0,0.0,2015-06-24,45.77041244506836
81.0,64.0,0.0,0.0,2015-06-25,55.24350357055664
72.0,59.0,0.0,0.0,2015-06-26,64.60684204101562
68.0,57.0,0.2,0.0,2015-06-27,73.56776428222656
59.0,52.0,1.43,0.0,2015-06-28,81.79965209960938
75.0,53.1,0.0,0.0,2015-06-29,88.93550872802734
75.0,60.1,0.0,0.0,2015-06-30,94.5759506225586
82.0,62.1,0.54,0.0,2015-07-01,98.31693267822266
80.1,64.0,0.0,0.0,2015-07-02,99.79829406738281
75.9,63.0,0.0,0.0,2015-07-03,98.76629638671875
72.0,62.1,0.0,0.0,2015-07-04,95.1343002319336
82.9,61.0,0.0,0.0,2015-07-05,89.02094268798828
80.1,68.0,0.0,0.0,2015-07-06,80.75109100341797
84.0,64.9,0.02,0.0,2015-07-07,70.81884765625
88.0,69.1,0.0,0.0,2015-07-08,59.82630157470703
69.1,63.0,0.15,0.0,2015-07-09,48.417598724365234
77.0,60.1,1.12,0.0,2015-07-10,37.222991943359375
82.9,68.0,0.0,0.0,2015-07-11,26.818252563476562
89.1,72.0,0.0,0.0,2015-07-12,17.69723129272461
77.0,66.9,0.0,0.0,2015-07-13,10.253055572509766
82.0,64.9,0.03,0.0,2015-07-14,4.765203475952148
82.0,66.9,0.0,0.0,2015-07-15,1.3929640054702759
68.0,59.0,0.0,0.0,2015-07-16,0.17746403813362122
75.0,60.1,0.0,0.0,2015-07-17,1.0537705421447754
78.1,64.0,0.14,0.0,2015-07-18,3.8719820976257324
90.0,71.1,0.0,0.0,2015-07-19,8.423419952392578
91.9,70.0,0.0,0.0,2015-07-20,14.466546058654785
81.0,70.0,0.0,0.0,2015-07-21,21.747692108154297
84.0,69.1,0.0,0.0,2015-07-22,30.013368606567383
82.0,66.9,0.0,0.0,2015-07-23,39.01298141479492
81.0,66.0,0.01,0.0,2015-07-24,48.492347717285156
69.1,62.1,0.0,0.0,2015-07-25,58.179786682128906
79.0,63.0,0.0,0.0,2015-07-26,67.76769256591797
86.0,68.0,0.06,0.0,2015-07-27,76.89412689208984
86.0,70.0,0.0,0.0,2015-07-28,85.13158416748047
91.9,71.1,0.0,0.0,2015-07-29,91.99276733398438
91.0,73.9,0.02,0.0,2015-07-30,96.96359252929688
89.1,73.0,0.0,0.0,2015-07-31,99.56858825683594
90.0,68.0,0.0,0.0,2015-08-01,99.46026611328125
88.0,68.0,0.0,0.0,2015-08-02,96.50658416748047
90.0,68.0,0.0,0.0,2015-08-03,90.8414535522461
89.1,66.0,0.49,0.0,2015-08-04,82.8539810180664
84.9,64.9,0.0,0.0,2015-08-05,73.12030029296875
82.0,64.9,0.0,0.0,2015-08-06,62.307159423828125
73.0,64.0,0.0,0.0,2015-08-07,51.08254623413086
75.9,61.0,0.0,0.0,2015-08-08,40.054630279541016
73.0,62.1,0.0,0.0,2015-08-09,29.741985321044922
82.9,63.0,0.0,0.0,2015-08-10,20.566064834594727
72.0,64.0,0.83,0.0,2015-08-11,12.85433578491211
84.9,68.0,0.0,0.0,2015-08-12,6.845924377441406
82.0,66.0,0.0,0.0,2015-08-13,2.6963934898376465
86.0,63.0,0.0,0.0,2015-08-14,0.4819653630256653
91.0,68.0,0.08,0.0,2015-08-15,0.20510300993919373
90.0,66.9,0.0,0.0,2015-08-16,1.8031471967697144
91.0,71.1,0.0,0.0,2015-08-17,5.16022253036499
87.1,71.1,0.14,0.0,2015-08-18,10.12092399597168
88.0,71.1,0.0,0.0,2015-08-19,16.503177642822266
78.1,68.0,0.0,0.0,2015-08-20,24.107391357421875
82.9,66.9,0.63,0.0,2015-08-21,32.71943664550781
73.0,66.9,0.0,0.0,2015-08-22,42.105918884277344
71.1,66.9,0.02,0.0,2015-08-23,52.001502990722656
75.0,68.0,0.0,0.0,2015-08-24,62.08971405029297
81.0,66.9,0.0,0.0,2015-08-25,71.98140716552734
84.9,69.1,0.0,0.0,2015-08-26,81.19914245605469
82.0,64.9,0.0,0.0,2015-08-27,89.18061828613281
75.0,64.0,0.0,0.0,2015-08-28,95.31634521484375
82.0,63.0,0.0,0.0,2015-08-29,99.03055572509766
88.0,69.1,0.0,0.0,2015-08-30,99.89501953125
90.0,71.1,0.0,0.0,2015-08-31,97.7391357421875
79.0,69.1,0.0,0.0,2015-09-01,92.70692443847656
91.0,66.0,0.0,0.0,2015-09-02,85.23065948486328
82.0,70.0,0.01,0.0,2015-09-03,75.9336929321289
72.0,62.1,0.0,0.0,2015-09-04,65.50855255126953
73.0,57.9,0.0,0.0,2015-09-05,54.6164436340332
82.0,61.0,0.0,0.0,2015-09-06,43.83013153076172
93.0,66.0,0.0,0.0,2015-09-07,33.61689376831055
96.1,72.0,0.2,0.0,2015-09-08,24.346094131469727
93.0,72.0,0.0,0.0,2015-09-09,16.305770874023438
77.0,64.0,0.17,0.0,2015-09-10,9.718159675598145
73.0,63.0,0.66,0.0,2015-09-11,4.7498250007629395
71.1,60.1,0.01,0.0,2015-09-12,1.516251802444458
66.0,63.0,0.38,0.0,2015-09-13,0.08290968090295792
72.0,57.0,0.0,0.0,2015-09-14,0.4655151069164276
84.0,62.1,0.0,0.0,2015-09-15,2.6316475868225098
81.0,64.9,0.0,0.0,2015-09-16,6.504610061645508
89.1,64.0,0.0,0.0,2015-09-17,11.96888256072998
84.9,64.9,0.0,0.0,2015-09-18,18.875202178955078
79.0,62.1,0.0,0.0,2015-09-19,27.042598724365234
75.0,57.0,0.0,0.0,2015-09-20,36.25481033325195
66.0,53.1,0.0,0.0,2015-09-21,46.24931335449219
68.0,55.9,0.0,0.0,2015-09-22,56.69919204711914
68.0,54.0,0.0,0.0,2015-09-23,67.19136047363281
73.9,57.9,0.0,0.0,2015-09-24,77.21006774902344
66.0,55.0,0.0,0.0,2015-09-25,86.14058685302734
63.0,50.0,0.0,0.0,2015-09-26,93.31109619140625
64.0,48.0,0.0,0.0,2015-09-27,98.08317565917969
78.1,55.9,0.0,0.0,2015-09-28,99.9780502319336
84.0,64.9,0.04,0.0,2015-09-29,98.79522705078125
78.1,57.0,2.46,0.0,2015-09-30,94.66775512695312
59.0,54.0,0.0,0.0,2015-10-01,88.02442932128906
54.0,50.0,0.08,0.0,2015-10-02,79.47950744628906
54.0,48.9,0.01,0.0,2015-10-03,69.70355224609375
55.9,51.1,0.0,0.0,2015-10-04,59.32380294799805
61.0,48.0,0.0,0.0,2015-10-05,48.87310028076172
64.0,48.0,0.0,0.0,2015-10-06,38.78019332885742
72.0,52.0,0.0,0.0,2015-10-07,29.384048461914062
62.1,51.1,0.0,0.0,2015-10-08,20.956029891967773
72.0,52.0,0.34,0.0,2015-10-09,13.71985149383545
61.0,48.0,0.0,0.0,2015-10-10,7.864568710327148
68.0,48.0,0.0,0.0,2015-10-11,3.549792766571045
75.9,51.1,0.0,0.0,2015-10-12,0.904367208480835
72.0,55.0,0.12,0.0,2015-10-13,0.020981891080737114
68.0,51.1,0.0,0.0,2015-10-14,0.9495447874069214
62.1,46.9,0.0,0.0,2015-10-15,3.691728353500366
61.0,50.0,0.0,0.0,2015-10-16,8.19797134399414
55.9,39.9,0.0,0.0,2015-10-17,14.36665153503418
46.9,33.1,0.0,0.0,2015-10-18,22.043638229370117
48.0,31.1,0.0,0.0,2015-10-19,31.019453048706055
66.0,45.0,0.0,0.0,2015-10-20,41.02153778076172
61.0,53.1,0.07,0.0,2015-10-21,51.7007942199707
73.0,52.0,0.0,0.0,2015-10-22,62.61533737182617
59.0,39.9,0.0,0.0,2015-10-23,73.21975708007812
48.9,37.9,0.0,0.0,2015-10-24,82.87437438964844
63.0,48.0,0.03,0.0,2015-10-25,90.89078521728516
52.0,43.0,0.0,0.0,2015-10-26,96.62169647216797
54.0,37.9,0.0,0.0,2015-10-27,99.58011627197266
64.9,42.1,0.36,0.0,2015-10-28,99.54658508300781
75.0,57.0,0.73,0.0,2015-10-29,96.61518859863281
61.0,42.1,0.0,0.0,2015-10-30,91.1554183959961
52.0,37.9,0.0,0.0,2015-10-31,83.71082305908203
62.1,48.0,0.0,0.0,2015-11-01,74.88246154785156
64.0,51.1,0.0,0.0,2015-11-02,65.23877716064453
73.0,46.9,0.0,0.0,2015-11-03,55.26862335205078
60.1,48.9,0.0,0.0,2015-11-04,45.37165069580078
75.9,50.0,0.0,0.0,2015-11-05,35.8714599609375
73.0,62.1,0.0,0.0,2015-11-06,27.03750228881836
69.1,50.0,0.0,0.0,2015-11-07,19.106199264526367
55.9,44.1,0.0,0.0,2015-11-08,12.296185493469238
60.1,41.0,0.0,0.0,2015-11-09,6.815420627593994
53.1,44.1,0.07,0.0,2015-11-10,2.859821081161499
50.0,46.0,0.54,0.0,2015-11-11,0.6044710874557495
57.0,46.0,0.04,0.0,2015-11-12,0.18967203795909882
59.0,46.0,0.01,0.0,2015-11-13,1.7050204277038574
46.9,37.0,0.0,0.0,2015-11-14,5.1748833656311035
54.0,37.0,0.0,0.0,2015-11-15,10.547837257385254
61.0,39.0,0.0,0.0,2015-11-16,17.690792083740234
45.0,33.1,0.0,0.0,2015-11-17,26.38643455505371
48.0,31.1,0.0,0.0,2015-11-18,36.33146667480469
55.0,43.0,0.0,0.0,2015-11-19,47.133880615234375
61.0,44.1,0.86,0.0,2015-11-20,58.31037902832031
48.0,37.9,0.0,0.0,2015-11-21,69.28981018066406
48.9,36.0,0.3,0.0,2015-11-22,79.43305206298828
42.1,30.2,0.04,0.0,2015-11-23,88.08011627197266
44.1,29.1,0.0,0.0,2015-11-24,94.62731170654297
44.1,30.2,0.0,0.0,2015-11-25,98.62081909179688
59.0,37.9,0.0,0.0,2015-11-26,99.83621978759766
64.0,48.0,0.0,0.0,2015-11-27,98.31085968017578
60.1,41.0,0.21,0.0,2015-11-28,94.314697265625
44.1,32.0,0.0,0.0,2015-11-29,88.27428436279297
37.9,28.2,0.0,0.0,2015-11-30,80.68260192871094
45.0,32.0,0.14,0.0,2015-12-01,72.0250015258789
51.1,39.0,0.32,0.0,2015-12-02,62.73582458496094
52.0,41.0,0.0,0.0,2015-12-03,53.18461608886719
48.0,37.9,0.0,0.0,2015-12-04,43.683162689208984
53.1,39.0,0.0,0.0,2015-12-05,34.5030632019043
59.0,36.0,0.0,0.0,2015-12-06,25.895858764648438
55.9,37.0,0.0,0.0,2015-12-07,18.110252380371094
44.1,37.0,0.0,0.0,2015-12-08,11.40273380279541
46.0,37.0,0.0,0.0,2015-12-09,6.038951873779297
57.9,43.0,0.0,0.0,2015-12-10,2.2842748165130615
57.9,43.0,0.0,0.0,2015-12-11,0.38364702463150024
61.0,48.9,0.0,0.0,2015-12-12,0.5332974791526794
53.1,46.0,0.0,0.0,2015-12-13,2.8496055603027344
57.9,46.0,0.42,0.0,2015-12-14,7.342124938964844
61.0,48.0,0.19,0.0,2015-12-15,13.897034645080566
48.0,37.9,0.0,0.0,2015-12-16,22.273942947387695
52.0,39.0,0.55,0.0,2015-12-17,32.114688873291016
52.0,39.0,0.04,0.0,2015-12-18,42.960018157958984
39.9,33.1,0.0,0.0,2015-12-19,54.2703857421875
41.0,31.1,0.0,0.0,2015-12-20,65.4504623413086
53.1,32.0,0.0,0.0,2015-12-21,75.8807373046875
60.1,48.0,0.23,0.0,2015-12-22,84.9605712890625
55.9,45.0,0.76,0.0,2015-12-23,92.1630859375
69.1,48.0,0.24,0.0,2015-12-24,97.0937271118164
62.1,48.9,0.0,0.0,2015-12-25,99.53691864013672
55.0,41.0,0.0,0.0,2015-12-26,99.47416687011719
50.0,37.9,0.26,0.0,2015-12-27,97.06617736816406
37.9,29.1,0.0,0.0,2015-12-28,92.60564422607422
39.9,24.3,1.02,0.91,2015-12-29,86.45765686035156
37.0,25.2,0.03,0.0,2015-12-30,79.00553894042969
46.9,33.1,0.08,0.0,2015-12-31,70.61375427246094
41.0,33.1,0.0,0.0,2016-01-01,61.61067581176758
39.9,31.1,0.0,0.0,2016-01-02,52.2884635925293
44.1,31.1,0.0,0.0,2016-01-03,42.914493560791016
36.0,14.2,0.0,0.0,2016-01-04,33.748836517333984
26.2,8.2,0.0,0.0,2016-01-05,25.0628604888916
45.0,21.2,0.0,0.0,2016-01-06,17.154428482055664
43.0,26.2,0.0,0.0,2016-01-07,10.354808807373047
42.1,30.2,0.0,0.0,2016-01-08,5.022300720214844
41.0,37.9,0.01,0.0,2016-01-09,1.5185171365737915
57.9,37.9,1.38,0.0,2016-01-10,0.16688670217990875
51.1,25.2,0.0,0.0,2016-01-11,1.199308156967163
37.0,21.2,0.08,0.31,2016-01-12,4.703956604003906
33.1,21.2,0.0,0.0,2016-01-13,10.590561866760254
30.2,21.2,0.0,0.0,2016-01-14,18.585187911987305
42.1,26.2,0.0,0.0,2016-01-15,28.255693435668945
43.0,34.0,1.22,0.0,2016-01-16,39.05799102783203
37.9,29.1,0.1,1.3,2016-01-17,50.38855743408203
29.1,19.2,0.11,1.81,2016-01-18,61.63197708129883
25.2,16.2,0.0,0.0,2016-01-19,72.19960021972656
33.1,19.2,0.0,0.0,2016-01-20,81.56143188476562
33.1,21.2,0.0,0.0,2016-01-21,89.27447509765625
32.0,19.2,0.0,0.0,2016-01-22,95.00810241699219
32.0,20.1,0.37,6.1,2016-01-23,98.5627670288086
36.0,18.1,0.0,0.0,2016-01-24,99.87646484375
35.1,26.2,0.0,0.0,2016-01-25,99.01527404785156
51.1,28.2,0.0,0.0,2016-01-26,96.14885711669922
45.0,31.1,0.0,0.0,2016-01-27,91.51687622070312
42.1,26.2,0.0,0.0,2016-01-28,85.39461517333984
41.0,33.1,0.0,0.0,2016-01-29,78.06513214111328
43.0,30.2,0.0,0.0,2016-01-30,69.8023452758789
57.0,37.9,0.0,0.0,2016-01-31,60.86606216430664
64.9,39.0,0.0,0.0,2016-02-01,51.50782012939453
50.0,36.0,0.0,0.0,2016-02-02,41.98488235473633
57.0,35.1,0.33,0.0,2016-02-03,32.57917022705078
55.9,43.0,0.01,0.0,2016-02-04,23.6168212890625
43.0,25.2,0.96,6.81,2016-02-05,15.482181549072266
35.1,24.3,0.0,0.0,2016-02-06,8.617801666259766
44.1,29.1,0.0,0.0,2016-02-07,3.501009941101074
37.9,18.1,0.53,6.42,2016-02-08,0.59099942445755
29.1,20.1,0.0,0.12,2016-02-09,0.25053104758262634
36.0,20.1,0.0,0.12,2016-02-10,2.661698341369629
31.1,11.1,0.01,0.2,2016-02-11,7.7664289474487305
24.3,8.2,0.0,0.0,2016-02-12,15.258042335510254
24.3,-3.8,0.0,0.0,2016-02-13,24.62852668762207
12.2,-8.9,0.0,0.0,2016-02-14,35.251075744628906
35.1,4.1,0.26,1.3,2016-02-15,46.466346740722656
54.0,31.1,0.66,0.0,2016-02-16,57.648555755615234
46.0,34.0,0.0,0.0,2016-02-17,68.24391174316406
35.1,24.3,0.0,0.0,2016-02-18,77.78702545166016
37.0,20.1,0.0,0.12,2016-02-19,85.90534973144531
60.1,33.1,0.01,0.0,2016-02-20,92.31963348388672
54.0,42.1,0.0,0.0,2016-02-21,96.84379577636719
43.0,30.2,0.0,0.0,2016-02-22,99.38359069824219
39.0,26.2,0.0,0.0,2016-02-23,99.9317855834961
57.0,37.9,0.59,0.0,2016-02-24,98.5579605102539
62.1,41.0,0.81,0.0,2016-02-25,95.39312744140625
41.0,26.2,0.0,0.0,2016-02-26,90.6114730834961
39.0,21.2,0.0,0.0,2016-02-27,84.41276550292969
57.9,36.0,0.0,0.0,2016-02-28,77.00914001464844
63.0,43.0,0.0,0.0,2016-02-29,68.6188735961914
48.9,34.0,0.0,0.0,2016-03-01,59.468624114990234
53.1,25.2,0.37,0.0,2016-03-02,49.80430603027344
34.0,21.2,0.0,0.0,2016-03-03,39.909278869628906
31.1,26.2,0.01,0.51,2016-03-04,30.126680374145508
34.0,23.2,0.0,0.0,2016-03-05,20.879404067993164
42.1,30.2,0.0,0.0,2016-03-06,12.676844596862793
51.1,30.2,0.0,0.0,2016-03-07,6.094015598297119
48.0,36.0,0.0,0.0,2016-03-08,1.7105653285980225
77.0,39.9,0.0,0.0,2016-03-09,0.010528912767767906
66.0,46.9,0.4,0.0,2016-03-10,1.2676976919174194
50.0,41.0,0.09,0.0,2016-03-11,5.46226692199707
60.1,36.0,0.0,0.0,2016-03-12,12.270174026489258
63.0,45.0,0.0,0.0,2016-03-13,21.13200569152832
45.0,39.0,0.21,0.0,2016-03-14,31.367870330810547
45.0,41.0,1.14,0.0,2016-03-15,42.28936767578125
48.0,41.0,0.03,0.0,2016-03-16,53.2755012512207
64.0,43.0,0.07,0.0,2016-03-17,63.80609893798828
52.0,35.1,0.03,0.0,2016-03-18,73.46438598632812
45.0,29.1,0.0,0.0,2016-03-19,81.92488861083984
35.1,26.2,0.02,0.0,2016-03-20,88.93889617919922
44.1,28.2,0.22,3.58,2016-03-21,94.32362365722656
48.9,33.1,0.0,0.0,2016-03-22,97.95626068115234
63.0,42.1,0.0,0.0,2016-03-23,99.77119445800781
43.0,36.0,0.0,0.0,2016-03-24,99.75772094726562
